date,RET,VOL_CHANGE,BA_SPREAD,ILLIQUIDITY,sprtrn,TURNOVER,DJI_Return
1992-01-02,0.055432,0.717744613318176,0.0084033613445378,4.5135418918318024e-10,0.000408,17.419849776352436,0.0
1992-01-03,-0.008403,-0.1728902686817067,0.0042372881355932,-8.3424404726962e-11,0.004985,14.408127268123891,0.009172897
1992-01-06,-0.016949,-0.3996317988494738,0.0043103448275862,-2.8510784609256407e-10,-0.003291,8.650181449911384,-0.000437265
1992-01-07,0.019397,0.2372834061817046,0.0042283298097251,2.5869456622946494e-10,-0.00134,10.702725968436155,0.001468689
1992-01-08,0.023256,0.645320880704892,0.0041322314049586,1.8422685125369078e-10,0.001677,17.609418516330493,-0.000280874
1992-01-09,0.028926,-0.1047303190928522,0.0080321285140562,2.487530614273008e-10,-0.001172,15.765178496075618,0.0017479
1992-01-10,0.0,-0.0545637724730408,0.0040160642570281,0.0,-0.00601,14.904970883618873,-0.00311575
1992-01-13,-0.004016,-0.4517867152863104,0.0040322580645161,-6.690208114116292e-11,-0.001831,8.171103046670606,-0.004344398
1992-01-14,0.040323,1.5223911736697398,0.003875968992248,2.559872271877214e-10,0.014722,20.610718204067854,0.019023057
1992-01-15,-0.015504,0.1981418938285881,0.0039370078740157,-8.344243240309255e-11,0.000785,24.694564942189213,0.003789061
1992-01-16,-0.011811,-0.076712397118445,0.0039840637450199,-6.967113029186513e-11,-0.006084,22.800185669676765,-0.002731288
1992-01-17,0.031873,1.831994740882605,0.0038610038610038,6.433845746867744e-11,0.001554,64.57000590767153,0.004739015
1992-01-20,-0.011583,-0.7546719993726229,0.00390625,-9.642317712495603e-11,-0.005969,15.84083044982699,-0.003369066
1992-01-21,-0.044922,-0.0742890174642244,0.0040899795501022,-4.2296570003169587e-10,-0.008935,14.664030719891974,-0.009403841
1992-01-22,0.038855,-0.0479965652609061,0.0039370078740157,3.6991301474751455e-10,0.013305,13.960207612456747,0.010051544
1992-01-23,0.015748,-0.2454355573423128,0.003875968992248,1.9561212855068138e-10,-0.007581,10.533876276479027,-0.008937925
1992-01-24,0.001938,0.2733682167095699,0.0038684719535783,1.8868149050715357e-11,0.001253,13.413503249219344,0.001890507
1992-01-27,-0.001934,-0.5283389728986275,0.003875968992248,-3.9998420744876894e-11,-0.001179,6.326626719554393,0.002412784
1992-01-28,0.011628,1.0733109937810317,0.003831417624521,1.1465847095252548e-10,-7.2e-05,13.117064731200946,0.009720422
1992-01-29,-0.030651,-0.1669528728170213,0.0039525691699604,-3.74279625283709e-10,-0.011134,10.92713309140012,-0.014394455
1992-01-30,0.007905,-0.3976332220124873,0.0078431372549019,1.589910734205391e-10,0.003144,6.582141952907419,0.006170512
1992-01-31,0.015686,0.6583281832192616,0.0038610038610038,1.8730657068010934e-10,-0.006899,10.915351506456242,-0.006625782
1992-02-03,0.015444,0.0955000927815921,0.0038022813688212,1.6578002156879232e-10,0.00181,11.957768588066504,0.003319537
1992-02-04,0.0,0.2188151962486484,0.0038022813688212,0.0,0.010549,14.5743100683602,0.011966219
1992-02-05,0.005703,-0.1625550839360476,0.0037807183364839,5.963644294248029e-11,-2.4e-05,12.205181871887923,-0.004644326
1992-02-06,-0.030246,-0.4227592186929536,0.0038986354775828,-5.650119185529043e-10,-4.8e-05,7.045328719723184,-0.000613949
1992-02-07,-0.001949,0.5156414522742545,0.00390625,-2.4068688703261547e-11,-0.006597,10.67819225251076,-0.009276384
1992-02-10,-0.013672,-0.3884224494747715,0.0079207920792079,-2.7989793101852844e-10,0.006519,6.530542661828003,0.00610783
1992-02-11,-0.00396,0.4362551757292545,0.003976143141153,-5.6670182436128786e-11,-2.4e-05,9.37952569837117,0.00200302
1992-02-12,0.037773,0.1113309579081862,0.003831417624521,4.687000210702826e-10,0.008145,10.423757279095282,0.007750016
1992-02-13,-0.015326,-0.4481143800030929,0.0038910505836575,-3.499456677726435e-10,-0.008247,5.752721748670774,-0.009185821
1992-02-14,-7.8e-05,-0.0471363182911801,0.0038986354775828,-1.872756799750347e-12,-0.002925,5.481559625284834,-0.000215588
1992-02-18,-0.021442,-0.0653846746008529,0.0039840637450199,-5.62902038545716e-10,-0.012364,5.123149632880412,-0.006561937
1992-02-19,-0.011952,0.4424586766648766,0.0040322580645161,-2.2015409829047911e-10,0.00216,7.389931639800827,0.001736626
1992-02-20,0.042339,0.2804565382985795,0.0038684719535783,5.843231296280025e-10,0.013815,9.46248628576251,0.015571324
1992-02-21,0.005803,0.2103379384771808,0.0038461538461538,6.578783655118008e-11,-0.005895,11.452806143978394,-0.000121974
1992-02-24,0.017308,0.1325890189183394,0.0037807183364839,1.7030023440339548e-10,0.001969,12.97132247447042,0.000670676
1992-02-25,0.035917,0.3243617970919443,0.0036496350364963,2.5759467612902216e-10,-0.004415,17.17872394294877,-0.007494472
1992-02-26,0.020073,-0.0114079686289459,0.0035778175313059,1.4275809960592758e-10,0.011938,16.98274959912229,0.007827368
1992-02-27,-0.019678,-0.4558005174214798,0.0036496350364963,-2.6232673536090867e-10,-0.003587,9.24200354460292,-0.004203103
1992-02-28,-0.014599,-0.260084833597392,0.0037037037037037,-2.6692519960196167e-10,-0.002803,6.838298590598363,-0.000550558
1992-03-02,-0.003704,-0.0137522060547718,0.0037174721189591,-6.892279564386905e-11,-0.000606,6.744256899316398,0.002325825
1992-03-03,-0.013011,0.1121123425938555,0.007532956685499,-2.2056757970748515e-10,0.00097,7.500371339353532,0.004579733
